smru_platform_code,T1,T2,S1,S2,remove,Sremove,comment
ct75-020-11,0,0,0,0.1,0,0,no comment
ct75-030-11,0,0,0,0.1,0,0,no comment
ct75-048-11,0,0,0,0,1,0,no comment
ct75-056-11,0,0,0,0,1,0,no comment
ct75-838-11,0,0,0,0.15,0,0,no comment
ct75-839-11,0,0,0,-0.1,0,0,no comment
ct75-Cy32-11,0,0,0,0.07,0,0,no comment
ct76-073-11,0,0,0,0,0,0,no comment
ct76-364-11,0,0,0,0,1,0,no comment
ct76-364r-11,0,0,0,0,0,0,no comment
ct76-402-11,0,0,0,0,0,0,no comment
ct76-825-11,0,0,0,0,0,0,no comment
ct77-167-12,0,0.07,0,0.08,0,0,no comment
ct77-169-12,0,0,0,0,1,0,no comment
ct77-170-12,0,0,0,0.14,0,0,no comment
ct77-171-12,0,0.01,0,0.07,0,0,no comment
ct77-173-12,0,0,0,0,1,0,no comment
ct77-177-12,0,-0.05,-0.1,0.32,0,0,no comment
ct77-178-12,0,0,0,0.11,0,0,no comment
ct77-179-12,0,0,-0.08,0.01,0,0,no comment
ct77-180-12,0,0.05,-0.16,0.05,0,0,no comment
ct77-181-12,0,0.01,-0.1,0.06,0,0,no comment
ct77-182-12,0,-0.01,0,0.02,0,0,no comment
ct77-183-12,0,0,0,0,1,0,no comment
ct77-184-12,0,-0.01,-0.17,0.24,0,0,no comment
ct77-185-12,0,0.12,0,0.04,0,0,no comment
ct77-469-12,0,-0.03,0.05,-0.04,0,0,no comment
ct77-473-12,0,0.02,0,0.04,0,0,no comment
ct77-485-12,0,0,-0.05,0.05,0,0,no comment
ct77-492-12,0,0.04,0,0.02,0,0,no comment
ct77-652-12,0,0,-0.05,0.07,0,0,no comment
ct77-701-12,0,0,0.05,0.08,0,0,no comment
ct77-823-12,0,0.01,0.1,0.04,0,0,no comment
ct77-824-12,0,-0.01,0.1,0.04,0,0,no comment
ct77-854-12,0,0,0,0.07,0,0,no comment
ct77-891-12,0,0,0,0.07,0,0,no comment
ct77-919-12,0,0,0,0.09,0,0,no comment
ct78-450-12,0,-0.01,0.02,0.06,0,0,no comment
ct78-459-12,0,0.3,-0.19,0.04,0,0,no comment
ct78-460-12,0,0.02,0.01,-0.05,0,1,no comment
ct78-461-12,0,-0.24,-0.08,0.28,0,0,no comment
ct78-465-12,0,-0.15,0.01,0.23,0,0,no comment
ct78-471-12,0,0,0,0,1,0,no comment
ct78-472-12,0,-0.03,0,0.07,0,0,no comment
ct78-497-12,0,0.04,0,0.03,0,0,no comment
ct78-498-12,0,0.1,-0.24,0.12,0,0,no comment
ct78-523-12,0,0.01,0,0.13,0,0,no comment
ct78-700-12,0,-0.01,0.11,0.1,0,0,no comment
ct78-706-12,0,0.01,0.01,0.07,0,0,no comment
ct78-758-12,0,0,0,0.06,0,1,no comment
ct78-820-12,0,-0.01,0.02,0.1,0,1,no comment
ct78-821-12,0,-0.01,0.11,0.01,0,0,no comment
ct78-826-12,0,-0.02,0,0.05,0,0,no comment
ct78-828-12,0,0.01,0,0.11,0,0,no comment
ct78-829-12,0,-0.02,0,-0.02,0,0,no comment
ct78-851-12,0,-0.02,-0.01,0.16,0,0,no comment
ct78-852-12,0,-0.02,0.06,0.06,0,0,no comment
ct78-875-12,0,0.01,0,0.03,0,0,no comment
ct78-878-12,0,0,0,0,1,0,no comment
ct78-879-12,0,0,0,0,1,0,no comment
ct78-892-12,0,0,0,0.09,0,0,no comment
ct78d-760-11,0,-0.01,0,0.05,0,0,no comment
ct78d-D351-11,0,-0.01,0,0.07,0,0,no comment
ct78d-D358-11,0,-0.05,0.06,0.12,0,0,no comment
ct78d-D361-11,0,0,-0.01,0.08,0,0,no comment
ct78d-D362-11,0,0,0.11,0.02,0,0,no comment
ct78d-D398-11,0,0.03,0.01,0.05,0,0,no comment
ct78d-D400-11,0,-0.07,0.05,0.15,0,0,no comment
ct78d-D408-11,0,0,0,0.03,0,1,no comment
ct78d-D484-11,0,-0.36,0,0.47,0,0,no comment
ct78d-D487-11,0,0.03,-0.1,0.1,0,0,no comment
ct78d-D489-11,0,0.06,0,0,0,0,no comment
ct78d-D496-11,0,0,0.02,0.08,0,0,no comment
ct78d-D677-11,0,-0.18,0.04,0.25,0,0,no comment
ct78d-D703-11,0,-0.02,0.02,0.13,0,0,no comment
ct78d-D704-11,0,-0.02,-0.04,0.04,0,0,no comment
ct78d-D761-11,0,-0.02,0.02,0.11,0,0,no comment
ct78d-D822-11,0,0.05,0.03,0.58,0,0,no comment
ct78d-D827-11,0,-0.02,0.01,0.06,0,0,no comment
ct78d-D850-11,0,-0.01,-0.05,0.09,0,0,no comment
ct78d-D876-11,0,0.03,0.09,0.12,0,0,no comment
ct78d-D877-11,0,0.02,0.1,0.02,0,0,no comment
ct79-238-12,0,0,0,0.1,0,0,no comment
ct79-242-12,0,0,0,0.1,0,0,no comment
ct79-249-12,0,0,0,0,1,0,no comment
ct79-259-12,0,0,0,0,0,0,no comment
ct8-26626-05,0,0,0.15,0.5,0,0,no comment
ct8-2849-05,0,0,0,0.2,0,0,no comment
ct8-28494-05,0,0,0.1,1.3,0,0,no comment
ct8-Aspasia-05,0,0,0.1,0.25,0,0,no comment
ct8-Bernt-05,0,0,0.25,0.45,0,0,no comment
ct8-Busen-05,0,0,0.05,0.35,0,0,no comment
ct8-Carlita-05,0,0,-0.05,0.25,0,0,no comment
ct8-Hercules-05,0,0,0,0.4,0,0,no comment
ct8-Jason-05,0,0,0,0,1,0,no comment
ct8-Rosita-05,0,0,0,0,0,1,no comment
ct8-Rudolph-05,0,0,0.05,0.25,0,0,no comment
ct8-Soern-05,0,0,0,0,0,1,no comment
ct8-Undine-05,0,0,0.1,0.2,0,0,no comment
ct80-01_Rib-11,0,0,0,0,0,0,no comment
ct80-03_Spot-11,0,0,0,0,1,0,no comment
ct80-04_Spot-11,0,0,0,0,0,0,no comment
ct80-05_Lion-12,0,0,0,0,0,0,no comment
ct80-06_Lion-11,0,0,0,0,0,0,no comment
ct80-08_Fur-11,0,0,0,0,0,0,no comment
ct80-09_Fur-11,0,0,0,0,0,0,no comment
ct80-10_Fur-11,0,0,0,0,0,0,no comment
ct81-F310Olga-11,0,0,0,0,0,0,no comment
ct81-F336Isabella-11,0,0,0,0,0,0,no comment
ct81-F340Joy-11,0,0,0,0,0,0,no comment
ct81-F385Rusty-11,0,0,0,0,0,0,no comment
ct81-M250Ferdinan-11,0,0,0,0,0,0,no comment
ct82-263-11,0,0,-0.05,-0.1,0,0,no comment
ct82-924-11,0,0,0,0,1,0,no comment
ct83-859-13,0,0,0,0.1,0,0,no comment
ct84-254-12,0,0,-0.064,0,0,0,no comment
ct84-533-12,0,-0.03,-0.013,0,0,0,no comment
ct84-744-12,0,-0.01,0.02,0.08,0,0,no comment
ct85-237-12,0,0,0,0,0,0,no comment
ct85-245-12,0,0,0,0,0,0,no comment
ct85-246-12,0,0,0,0,0,0,no comment
ct85-250-12,0,0,0,0.1,0,0,no comment
ct85-252-12,0,0,0,0.05,0,0,no comment
ct85-254-12,0,0,0,0,0,0,no comment
ct85-257-12,0,0,0,0,0,0,no comment
ct85-44-13,0,0.05,0,-0.05,0,0,no comment
ct86-172-12,0,0,0,0,0,0,no comment
ct86-186-12,0,0,0,0,0,0,no comment
ct86-187-12,0,0,0,0,0,0,no comment
ct86-189-12,0,0,0,0,1,0,no comment
ct86-239-12,0,0,0,0,0,0,no comment
ct86-364_2-11,0,0,0,0,0,0,no comment
ct86-402_2-11,0,0,0,0,0,0,no comment
ct87-188-12,0,0,0,0,0,0,no comment
ct87-190-12,0,0,0,0,1,0,no comment
ct87-923-12,0,0,0,0.05,0,0,no comment
ct88-225-12,0,0,0,-0.4,0,0,no comment
ct88-226-12,0,0,0,0.25,0,0,no comment
ct88-227-12,0,0,0,0.3,0,0,no comment
ct88-228-12,0,0,0,0.4,0,0,no comment
ct88-229-12,0,0,0,0.4,0,0,no comment
ct88-230-12,0,0,0,0.7,0,0,no comment
ct88-231-12,0,0,0,0.4,0,0,no comment
ct88-232-12,0,0,0,0.4,0,0,no comment
ct88-233-12,0,0,0,0.7,0,0,no comment
ct88-234-12,0,0,0,1.2,0,0,no comment
ct88-235-12,0,0,0,0.2,0,0,no comment
ct88-240-12,0,0,0,0.6,0,0,no comment
ct88-243-12,0,0,0,0.2,0,0,no comment
ct88-244-12,0,0,0,0,0,0,no comment
ct88-247-12,0,0,0,0.2,0,0,no comment
ct88-258-12,0,0,0,0.4,0,0,no comment
ct88-698-12,0,0,0,0,1,0,no comment
ct88-724-12,0,0,0,0,1,0,no comment
ct88-795-12,0,0,0,0.5,0,0,no comment
ct89-302-12,0,0,0,-0.03,0,0,no comment
ct89-302b-12,0,0,0,-0.02,0,0,no comment
ct89-328-12,0,0,0,0.06,0,0,no comment
ct89-328b-12,0,0,0,0.09,0,0,no comment
ct9-26342-05,0,0,0,0,0,1,no comment
ct9-28587-05,0,0,0,0.15,0,0,no comment
ct9-28590-05,0,0,0,0,0,0,no comment
ct9-28591-05,0,0,0,0.5,0,0,no comment
ct9-28595-05,0,0,0,0,0,1,no comment
ct9-28597-05,0,0.1,0,0.3,0,0,no comment
ct90-064-12,0,0,0,0.1,1,0,no comment
ct90-317-12,0,0,0,0.03,0,0,no comment
ct91-305-12,0,0,0,0,0,0,no comment
ct91-326-12,0,0,0,0,0,0,no comment
ct91-327-12,0,0,0,0,0,0,no comment
ct91-329-12,0,0,0,0,0,0,no comment
ct91-411-12,0,0,0,0,0,0,no comment
ct91-412-12,0,0,0,0,0,0,no comment
ct91-414-12,0,0,0,0,0,0,no comment
ct91-417-12,0,0,0,0,0,0,no comment
ct91-418-12,0,0,0,0,0,0,no comment
ct92-M280Duke-12,0,0,0,0,0,0,no comment
ct92-M305Pete-12,0,0,0,0,0,0,no comment
ct93-F34Tangles-12,0,0,0,0,0,0,no comment
ct93-F35Holly-12,0,0,0,0,0,0,no comment
ct93-F40Sparkey-12,0,0,0,0,0,0,no comment
ct93-F56Fay-12,0,0,0,0,0,0,no comment
ct93-F62Hope-12,0,0,0,0,0,0,no comment
ct93-M38Tarek-12,0,0,0,0,0,0,no comment
ct93-M44Wally-12,0,0,0,0,1,0,no comment
ct93-M46Randy-12,0,0,0,0,1,0,no comment
ct94-F61Dot-12,0,0,0,0,0,0,no comment
ct94-F61Grete-12,0,0,0,0,0,0,no comment
ct94-F64Garbo-12,0,0,0,0,0,0,no comment
ct94-M100Leo-12,0,0,0,0,0,0,no comment
ct94-M103Samson-12,0,0,0,0,0,0,no comment
ct94-M60Alice-12,0,0,0,0,0,0,no comment
ct94-M60Derek-12,0,0,0,0,1,0,no comment
ct94-M60Derek_rec-12,0,0,0,0,0,0,no comment
ct94-M74Dusty-12,0,0,0,0,0,0,no comment
ct94-M88Rocky-12,0,0,0,0,0,0,no comment
ct94-M89Tiggs-12,0,0,0,0,1,0,no comment
ct95-C1-12,0,0,0,0.03,0,0,no comment
ct95-C2-12,0,0,0,-0.02,0,0,no comment
ct96-01-13,0,0,0,-0.13,0,0,no comment
ct96-02-13,0,0,0,0.05,0,0,no comment
ct96-03-13,0,0,0,0.03,0,0,no comment
ct96-05-13,0,0.02,0,-0.03,0,0,no comment
ct96-06-13,0,0,0,-0.1,0,0,no comment
ct96-07-13,0,0,0,-0.1,0,0,no comment
ct96-08-13,0,0,0,-0.01,0,0,no comment
ct96-09-13,0,0.01,-0.02,-0.03,0,0,no comment
ct96-10-13,0,0,0.05,-0.1,0,0,no comment
ct96-11-13,0,0,-0.04,-0.02,0,0,no comment
ct96-12-13,0,0.02,0,-0.16,0,0,no comment
ct96-13-13,0,0,0,0,1,0,no comment
ct96-14-13,0,0,0,-0.03,0,0,no comment
ct96-15-13,0,0,0,0,1,0,no comment
ct96-16-13,0,0.04,0,-0.01,0,0,no comment
ct96-17-13,0,0,0,-0.02,0,0,no comment
ct96-18-13,0,0,-0.03,-0.07,0,0,no comment
ct96-19-13,0,0,-0.02,-0.04,0,0,no comment
ct96-20-13,0,0,0,-0.14,0,0,no comment
ct96-21-13,0,-0.05,0,0,0,0,no comment
ct96-22-13,0,0,0.02,-0.05,0,0,no comment
ct96-23-13,0,0,0.03,-0.05,0,0,no comment
ct96-24-13,0,0.02,0,-0.06,0,0,no comment
ct96-25-13,0,-0.03,0.02,-0.06,0,0,no comment
ct96-26-13,0,0.02,-0.08,-0.08,0,0,no comment
ct96-27-13,0,0,-0.02,-0.1,0,0,no comment
ct96-28-13,0,0,0.03,-0.1,0,0,no comment
ct96-29-13,0,0,0,-0.01,0,0,no comment
ct96-30-13,0,0.04,0,-0.05,0,0,no comment
ct97-Ph02-13,0,0,0,0,1,0,no comment
ct98-31-13,0,0,0,0.02,0,0,no comment
ct98-33-13,0,0,0.1,0,0,0,no comment
ct98-34-13,0,0,0.05,0.03,0,0,no comment
ct98-35-13,0,0,0,0.02,0,0,no comment
ct98-36-13,0,0,0.06,-0.02,0,0,no comment
ct98-38-13,0,0,0,-0.01,0,0,no comment
ct98-39-13,0,0,0.05,0.02,0,0,no comment
ct98-40-13,0,0,0,0.04,0,0,no comment
ct98-41-13,0,0,0,0.09,0,0,no comment
ct98-42-13,0,0,0.03,0.1,0,0,no comment
ct98-43-13,0,0,-0.05,0.1,0,0,no comment
ct98-45-13,0,0,0,0.03,0,0,no comment
ct98-46-13,0,0,-0.03,0.5,0,0,no comment
ct98-47-13,0,0,0,0.06,0,0,no comment
ct98-48-13,0,0,0.05,0.02,0,0,no comment
ct98-49-13,0,0,-0.05,0.05,0,0,no comment
ct98-50-13,0,0,0.02,0.02,0,0,no comment
ct99-LB037-13,0,0,0,0.01,0,0,no comment
ct99-OO052-13,0,0,0,0.1,0,0,no comment
ct99-YY189-13,0,0,0,0.12,0,0,no comment
eb03-058-15,0,0,0,0,0,0,no comment
eb03-059-15,0,0,0,0,0,0,no comment
eb03-060-15,0,0,0,0,0,0,no comment
eb03-061-15,0,0,0,0,0,0,no comment
eb04-001-16,0,0,0,0,0,0,no comment
eb04-002-16,0,0,0,0,0,0,no comment
eb04-005-16,0,0,0,0,0,0,no comment
eb04-006-16,0,0,0,0,0,0,no comment
eb04-009-16,0,0,0,0,0,0,no comment
eb04-017-16,0,0,0,0,0,0,no comment
eb04-019-16,0,0,0,0,0,0,no comment
eb04-020-16,0,0,0,0,0,0,no comment
eb04-021-16,0,0,0,0,0,0,no comment
eb04-028-16,0,0,0,0,0,0,no comment
eb04-031-16,0,0,0,0,0,0,no comment
eb04-032-16,0,0,0,0,0,0,no comment
eb04-056-15,0,0,0,0,0,0,no comment
eb04-323-16,0,0,0,0,0,0,no comment
eb04-325-16,0,0,0,0,0,0,no comment
eb04-335-16,0,0,0,0,0,0,no comment
eb04-340-16,0,0,0,0,0,0,no comment
eb04-342-16,0,0,0,0,0,0,no comment
eb04-343-16,0,0,0,0,0,0,no comment
eb04-345-16,0,0,0,0,0,0,no comment
eb04-347-16,0,0,0,0,0,0,no comment
eb04-349-16,0,0,0,0,0,0,no comment
eb04-351-16,0,0,0,0,0,0,no comment
eb04-355-16,0,0,0,0,0,0,no comment
eb04-606-17,0,0,0,0,0,0,no comment
eb04-607-17,0,0,0,0,0,0,no comment
eb04-608-17,0,0,0,0,0,0,no comment
eb04-610-17,0,0,0,0,0,0,no comment
eb04-612-17,0,0,0,0,0,0,no comment
eb04-890-18,0,0,0,0,0,0,no comment
ft01-Fluoro1-07,0,0,0,0,1,0,no comment
ft01-Fluoro2-07,0,-0.03,0.05,0.1,0,0,no comment
ft02-A-09,0,0,0,0,0,0,no comment
ft02-C-09,0,0.02,0.05,0.05,0,0,no comment
ft02-E-09,0,0,0,0,0,0,no comment
ft02-F-09,0,0,0,0.1,0,0,no comment
ft02-G-09,0,0,0,0.07,0,0,no comment
ft02-H-09,0,0,-0.15,0.01,0,0,no comment
ft02-I-09,0,0,0,0,1,0,no comment
ft02-J-09,0,0,0,0.1,0,0,no comment
ft03-Cy1-09,0,0,0,-0.02,0,0,no comment
ft03-Cy11038-09,0,0,-0.02,-0.02,0,0,no comment
ft03-Cy2-09,0,0,0.04,0.06,0,0,no comment
ft03-Cy3-09,0,0,0.03,-0.04,0,0,no comment
ft03-Cy4-09,0,0,-0.1,0.05,0,0,no comment
ft03-Cy5-09,0,0,0.028,0.03,0,0,no comment
ft04-Cy07-10,0,0,0.05,-0.02,0,0,no comment
ft04-Cy08-10,0,0,0,0,1,0,no comment
ft04-Cy09-10,0,0,0.03,0.12,0,0,no comment
ft04-Cy10-10,0,0,0.03,0.05,0,0,no comment
ft04-Cy11-10,0,0,0,-0.05,0,0,no comment
ft05-F34Gina-10,0,0,0,0,0,0,no comment
ft05-F40Fifi-10,0,0.2,0,0,0,0,no comment
ft05-F43Sarah-10,0,0,0,0,0,0,no comment
ft05-F52Bridgette-10,0,0,0,0,0,0,no comment
ft05-M34Bob-10,0,0,0,0,0,0,no comment
ft05-M36Herman-10,0,-0.2,0,0,0,0,no comment
ft05-M52Molly-10,0,0,0,0,0,0,no comment
ft05-M60Sophie-10,0,0,0,0,0,0,no comment
ft05-M62SimonPierre-10,0,0,0,0,0,0,no comment
ft06-Cy12-10,0,0,-0.13,0,0,0,no comment
ft06-Cy14-10,0,0,-0.052,0.02,0,0,no comment
ft06-Cy16-10,0,0,-0.071,0,0,0,no comment
ft06-Cy17-10,0,0,-0.12,-0.15,0,0,no comment
ft06-Cy18-10,0,0,0.043,0.02,0,0,no comment
ft06-Cy19-10,0,0,-0.02,0.03,0,0,no comment
ft06-Cy20-10,0,0,0,-0.07,0,0,no comment
ft06-Mm13-10,0,0,0,0,0,0,no comment
ft06-Ox01-10,0,0,0.03,0.04,0,0,no comment
ft07-Cy21-11,0,0,-0.07,0.05,0,0,no comment
ft07-Cy22-11,0,0,-0.05,0.02,0,0,no comment
ft07-Cy23-11,0,0,0,0,1,0,no comment
ft07-Cy24-11,0,0,0.048,0.06,0,0,no comment
ft07-Cy25-11,0,0,0.05,0.02,0,0,no comment
ft07-Cy26-11,0,0,-0.02,0.1,0,0,no comment
ft07-Cy27-11,0,0,0.03,0.02,0,0,no comment
ft07-Cy28-11,0,0,0.04,0.1,0,0,no comment
ft07-Cy29-11,0,0,0.042,0,0,0,no comment
ft07-Cy30-11,0,0,0,0,1,0,no comment
ft08-F61Mari-11,0,0,0,0,0,0,no comment
ft08-F66Lilly-11,0,0,0,0,0,0,no comment
ft08-F72Jill-11,0,0,0,0,0,0,no comment
ft08-F73Delilah-11,0,0,0,0,0,0,no comment
ft08-F76Lucy-11,0,0,0,0,0,0,no comment
ft08-F99Zilla-11,0,0,0,0,0,0,no comment
ft08-M100Samson-11,0,0,0,0,0,0,no comment
ft08-M55Bobben-11,0,0,0,0,0,0,no comment
ft08-M57Jack-11,0,0,0,0,0,0,no comment
ft08-M81Brutus-11,0,0,0,0,0,0,no comment
ft08-M90Zues-11,0,0,0,0,0,0,no comment
ft09-048-11,0,0,0,0.2,0,1,no comment
ft10-Cy20-11,0,0,0.1,-0.2,0,0,no comment
ft10-Cy31-11,0,0,0.15,0,0,0,no comment
ft10-Cy33-11,0,0,0.021,0.01,0,0,no comment
ft10-Cy34-11,0,0,0,0.02,0,0,no comment
ft10-Cy35-11,0,0,-0.002,0,0,0,no comment
ft10-Ox02-11,0,0,-0.0018,0,0,0,no comment
ft10-Ox03-11,0,0,-0.064,0,0,0,no comment
ft10-Ox04-11,0,0,-0.072,-0.1,0,0,no comment
ft10-Ox05-11,0,0,0.03,-0.1,0,0,no comment
ft11-Cy07b-12,0,0,0.05,-0.01,0,0,no comment
ft11-Cy26b-12,0,0,0.02,0.02,0,0,no comment
ft11-Cy28b-12,0,0,0,0,1,0,no comment
ft11-Cy30b-12,0,0,0,0,1,0,no comment
ft12-Cy35-12,0,0,0.01,0.04,0,0,no comment
ft12-F1-12,0,0,0,-0.1,0,0,no comment
ft12-F2-12,0,0,-0.05,-0.05,0,0,no comment
ft12-F3-12,0,0,0,0,0,1,no comment
ft12-F4-12,0,0,-0.05,-0.04,0,0,no comment
ft12-Ox03-12,0,0,0,-0.1,0,0,no comment
ft12-Ox04-12,0,0,0,0,0,0,no comment
ft13-073_3-13,0,0,0,0,0,0,no comment
ft13-615-12,0,0,0,0,0,0,no comment
ft13-616-12,0,0,0,0,1,0,no comment
ft13-616_recov-12,0,0,0,0,0,0,no comment
ft13-618-12,0,0,0,0,0,0,no comment
ft13-627-12,0,0,0,0,0,0,no comment
ft13-628-12,0,0,0,0,1,0,no comment
ft13-628_recov-12,0,0,0,0,0,0,no comment
ft13-633-12,0,0,0,0,1,0,no comment
ft13-633_recov-12,0,0,0,0,0,0,no comment
ft14-C1-13,0,0,0,0,0,0,no comment
ft14-F4-13,0,0,0,0,0,0,no comment
ft15-F1-13,0,0,0,0,0,1,no comment
ft15-F2-13,0,0,0,0,0,1,no comment
ft17-F03-14,0,0,0,0,1,1,no comment
ft17-F04-14,0,0,0,0,1,1,no comment
ft17-F05-14,0,0,0,0,1,1,no comment
ft17-F06-14,0,0,0,0,1,1,no comment
ft17-F07-14,0,0,0,0,0,1,no comment
ft17-F08-14,0,0,0,0,1,1,no comment
ft17-F09-14,0,0,0,0,0,1,no comment
ft17-F10-14,0,0,0,0,1,1,no comment
ft17-F11-14,0,0,0,0,1,1,no comment
ft17-F12-14,0,0,0,0,1,1,no comment
ft17-F13-14,0,0,0,0,0,1,no comment
ft17-F15-14,0,0,0,0,0,1,no comment
ft17-F16-14,0,0,0,0,0,1,no comment
ft17-F17-14,0,0,0,0,0,1,no comment
ft17-F18-14,0,0,0,0,0,1,no comment
ft17-F19-14,0,0,0,0,0,1,no comment
ft17-F20-14,0,0,0,0,1,1,no comment
ft17-F21-14,0,0,0,0,0,1,no comment
ft17-F22-14,0,0,0,0,0,1,no comment
ft18-13f-13,0,0,0,0,0,0,no comment
ft18-C2-13,0,0,0,0.1,0,0,no comment
ft18-C2R-13,0,0,0,0,0,0,no comment
ft18-F1-12,0,0,0,0,1,0,no comment
ft18-F2-12,0,0,0,-0.1,0,1,no comment
ft18-F4-12,0,0,0,-0.06,0,1,no comment
ft19-221-14,0,0,0,0,0,0,no comment
ft19-222-14,0,0,0,0,0,0,no comment
ft19-633_rebat2-14,0,0,0,0,0,0,no comment
ft20-241-16,0,0,0,0,1,0,no comment
ft20-242-16,0,0,0,0,0,0,no comment
ft20-243-16,0,0,0,-0.1,0,0,no comment
ft20-244-16,0,0,0,0,0,0,no comment
ft20-245-16,0,0,0,0,1,0,no comment
ft20-S246-16,0,0,0,0,1,0,no comment
ft20-S247-16,0,0,0,0,1,0,no comment
ft20-S248-16,0,0,0,0.04,0,0,no comment
ft20-S249-16,0,0,0,0,1,0,no comment
ft20-S250-16,0,0,0,0,0,0,no comment
ft21-423-16,0,0,0,0.02,0,0,no comment
ft21-675-17,0,0,0,0,1,0,no comment
ft21-683-17,0,0,0,0,1,0,no comment
ft22-686-18,0,0,0,0,0,0,no comment
ft22-873-18,0,0,0,-0.01,0,0,no comment
ft22-874-18,0,0,0,0,0,0,no comment
ft22-875-18,0,0,0,0.02,0,0,no comment
ft22-876-18,0,0,0,0,0,0,no comment
ft22-877-18,0,0,0,0,0,0,no comment
ft22-878-18,0,0,0,0,0,0,no comment
ft22-879-18,0,0,0,0,0,0,no comment
ft22-881-18,0,0,0,0,0,0,no comment
ft22-882-18,0,0,0,0,1,0,no comment
ft23-C899-18,0,0,0,0.05,0,0,no comment
ft23-C900-18,0,0,0,0,1,0,problem locations + salinity
ft23-C901-18,0,0,0,0.05,0,0,no comment
ft23-C902-18,0,0,0,0,0,0,no comment
ft23-C903-18,0,0,0,0,0,0,no comment
ft23-F676-18,0,0,0,0.02,0,0,no comment
ft23-F781-18,0,0,0,0,0,0,no comment
ft23-F905-18,0,0,0,0,1,0,no comment
ft24-917-18,0,0,0,0.01,0,0,no comment
ft24-918-18,0,0,0,0,0,0,no comment
ft24-919-18,0,0,0,-0.01,0,0,no comment
ft24-920-18,0,0,0,0.04,0,0,no comment
ft24-921-18,0,0,0,0,0,0,no comment
ft25-246BAT-14,0,0,0,0,1,0,no comment
ft25-248BAT-14,0,0,0,0,1,0,no comment
ft25-912-18,0,0,0,0,1,0,no comment
ft25-914-18,0,0,0,0,1,0,no comment
ft26-941BAT2-13,0,0,0,0,1,0,no comment
hd2bb-9340-04,0,0,0,0,0,0,no comment
hd2f-9257-04,0,0,0,0,0,0,no comment
hd2f-9316-04,0,0,0,0,0,0,no comment
hd2f-9337-04,0,0,0,0,0,0,no comment
hd2f-9350-04,0,0,0,0,0,0,no comment
hd2f-9364-04,0,0,0,0,0,0,no comment
hd2g-9409-04,0,0,0,0,0,0,no comment
hd2g-9411-04,0,0,0,0,0,0,no comment
hd2g-9412-04,0,0,0,0,0,0,no comment
hd2g-9419-04,0,0,0,0,0,0,no comment
hd2g-9421-04,0,0,0,0,0,0,no comment
hd2g-9426-04,0,0,0,0,0,0,no comment
hd3-76-08,0,0,0,0,0,0,no comment
hd3-77-08,0,0,0,0,0,0,no comment
hd3-78-08,0,0,0,0,0,0,no comment
hd3-79-08,0,0,0,0,0,0,no comment
hd3-80-08,0,0,0,0,0,0,no comment
hd3-81-08,0,0,0,0,0,0,no comment
hd3-82-08,0,0,0,0,0,0,no comment
hd3-CTD453-08,0,0,0,0,0,0,no comment
hd5bb-9304-05,0,0,0,0,0,0,no comment
hd5bb-9311-05,0,0,0,0,0,0,no comment
hd5bb-9318-05,0,0,0,0,0,0,no comment
hd5bb-9329-05,0,0,0,0,0,0,no comment
hd6-D-07,0,0,0,0,0,0,no comment
hd6-E-07,0,0,0,0,0,0,no comment
hd6-F-07,0,0,0,0,0,0,no comment
hg19-199-08,0,0,0,0,0,0,no comment
hg19-210-11,0,0,0,0,0,0,no comment
hg19-231-11,0,0,0,0,1,0,no comment
hg19-374-08,0,0,0,0,0,0,no comment
hg37-604-12,0,0,0,0,0,0,no comment
hg37-605-12,0,0,0,0,0,0,no comment
hg37-606-12,0,0,0,0,0,0,no comment
hg37-607-12,0,0,0,0,0,0,no comment
hg37g-660-12,0,0,0,0,0,0,no comment
hg4-9305-04,0,0,0,0,0,0,no comment
hg4-9347-04,0,0,0,0,0,0,no comment
hg4-9356-04,0,0,0,0,0,0,no comment
hg4-9357-04,0,0,0,0,0,0,no comment
hg4-9359-04,0,0,0,0,0,0,no comment
hg4-9360-04,0,0,0,0,0,0,no comment
hg4-9362-04,0,0,0,0,0,0,no comment
hg4-9368-04,0,0,0,0,0,0,no comment
hg4-9369-04,0,0,0,0,0,0,no comment
hg4-9370-04,0,0,0,0,0,0,no comment
hg4-9373-04,0,0,0,0,0,0,no comment
hg4-9374-04,0,0,0,0,0,0,no comment
hg4-9375-04,0,0,0,0,0,0,no comment
hg4-9376-04,0,0,0,0,0,0,no comment
hg4-9377-04,0,0,0,0,0,0,no comment
hg4-9381-04,0,0,0,0,0,0,no comment
hg4-9383-04,0,0,0,0,0,0,no comment
hg4-9384-04,0,0,0,0,0,0,no comment
hg4-9385-04,0,0,0,0,0,0,no comment
hg4-9386-04,0,0,0,0,0,0,no comment
hg4-9387-04,0,0,0,0,0,0,no comment
hg4-9388-04,0,0,0,0,0,0,no comment
hg4-9389-04,0,0,0,0,0,0,no comment
hg4-9393-04,0,0,0,0,0,0,no comment
hg4-9394-04,0,0,0,0,0,0,no comment
hg4-9395-04,0,0,0,0,0,0,no comment
hg4-9396-04,0,0,0,0,0,0,no comment
hg4-9401-04,0,0,0,0,0,0,no comment
hg4-9403-04,0,0,0,0,0,0,no comment
hg4-9404-04,0,0,0,0,0,0,no comment
hg4-9405-04,0,0,0,0,0,0,no comment
hg4-9406-04,0,0,0,0,0,0,no comment
hg4-9407-04,0,0,0,0,0,0,no comment
